Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Our Lady of Lourdes Hospital,Louth,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,426,2.4,1,3.4,3.4,2.4,1,3.4,17,7,23,850,354,899,0,11,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,184,1,0.5,1.5,1.5,1,0.5,1.5,7,4,10,354,177,442,0,1,0,0,0.8,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,163,3.6,1.9,5.5,5.5,3.6,1.9,5.5,25,13,40,1275,673,1830,0,10,0,0,3.4,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,281,7.1,3.6,10.7,10.7,7.1,3.6,10.7,50,25,74,2514,1275,3403,0,29,0,0,3.8,Green,No breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,680,8.9,3.1,12,12,8.9,3.1,12,62,22,83,3151,1098,5289,0,1,0,0,1.8,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,188,7.7,2.7,10.4,10.4,7.7,2.7,10.4,54,19,74,2726,956,4523,3,1,1,0,5.5,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,523,25.9,12.8,38.7,38.7,25.9,12.8,38.7,181,90,263,9170,4532,3842,8,27,2,0,7.4,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,397,2.9,1.1,4,4,2.9,1.1,4,20,8,29,1027,389,80,0,10,1,0,1,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,100,0.7,0.2,0.9,0.9,0.7,0.2,0.9,5,1,6,248,71,368,0,0,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,205,5.7,2.8,8.5,8.5,5.7,2.8,8.5,40,20,62,2018,991,9030,2,12,1,0,4.1,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,272,5.1,2.6,7.7,7.7,5.1,2.6,7.7,36,18,54,1806,921,478,0,15,0,0,2.8,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,519,31,14.9,45.9,45.9,31,14.9,45.9,217,104,316,10976,5275,603,34,20,9,2,8.8,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/22/2023,2023,10,Sunday,Autumn,FALSE,Not a Bank Holiday,TRUE,FALSE,FALSE,227,1.6,0.8,2.4,2.4,1.6,0.8,2.4,11,6,16,566,283,1927,0,7,1,0,1.1,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.6,1.3,4.9,4.9,3.6,1.3,4.9,25,9,34,1275,460,459,4,8,1,0,10.7,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,9.8,3.3,13.1,13.1,9.8,3.3,13.1,69,23,92,3470,1168,1469,1,24,0,0,1.8,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.9,1.9,6.8,6.8,4.9,1.9,6.8,34,13,49,1735,673,4166,0,2,1,0,2.9,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.8,1.9,5.7,5.7,3.8,1.9,5.7,27,13,40,1345,673,1527,0,4,0,0,1.9,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,28.5,15,43.5,43.5,28.5,15,43.5,200,105,293,10090,5311,555,14,38,3,1,6.6,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.7,1.3,5,5,3.7,1.3,5,26,9,34,1310,460,4938,5,5,1,0,10,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,20,10.5,30.5,30.5,20,10.5,30.5,140,74,218,7081,3718,2229,11,31,2,0,4.6,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.2,1.6,5.8,5.8,4.2,1.6,5.8,29,11,41,1487,566,640,0,33,2,0,1.7,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,18.6,6.4,25,25,18.6,6.4,25,130,45,178,6585,2266,2214,1,18,1,0,3.7,Green,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,15.1,7.5,22.6,22.6,15.1,7.5,22.6,106,52,158,5346,2655,4227,25,7,7,1,8.9,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2.6,1.2,3.8,3.8,2.6,1.2,3.8,18,8,26,921,425,1632,0,19,0,0,1.9,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,8.1,3.3,11.4,11.4,8.1,3.3,11.4,57,23,79,2868,1168,1380,6,2,1,0,6.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,6.2,3.1,9.3,9.3,6.2,3.1,9.3,43,22,68,2195,1098,1834,3,3,1,0,7,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,13.4,5.8,19.2,19.2,13.4,5.8,19.2,94,41,141,4744,2053,1347,15,11,4,1,10.8,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,3.5,1.5,5,5,3.5,1.5,5,24,10,35,1239,531,909,0,12,0,0,1.2,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.6,0.8,2.4,2.4,1.6,0.8,2.4,11,6,17,566,283,443,0,3,1,0,1.3,Green,Low breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,5.1,2.3,7.4,7.4,5.1,2.3,7.4,36,16,53,1806,814,1777,3,10,0,0,4.5,Amber,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9.6,4.2,13.8,13.8,9.6,4.2,13.8,67,29,100,3399,1487,3347,4,28,1,0,4.9,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,10.6,4.6,15.2,15.2,10.6,4.6,15.2,74,32,107,3753,1629,5071,0,3,0,0,2.2,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,9.6,4.7,14.3,14.3,9.6,4.7,14.3,67,33,97,3399,1664,4432,3,6,1,0,7.6,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,33.2,17.3,50.5,50.5,33.2,17.3,50.5,232,121,355,11754,6125,3682,55,26,7,2,9.7,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,4,1.5,5.5,5.5,4,1.5,5.5,28,10,40,1416,531,82,0,10,1,0,1.4,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.4,1.1,1.1,0.7,0.4,1.1,5,3,8,248,142,369,1,0,0,0,1.1,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.7,2.8,8.5,8.5,5.7,2.8,8.5,40,20,59,2018,991,9075,3,9,1,0,4.1,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,8.8,4,12.8,12.8,8.8,4,12.8,62,28,89,3116,1416,483,8,19,1,0,4.7,Amber,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,51.7,18.6,70.3,70.3,51.7,18.6,70.3,362,130,505,18304,6585,585,34,22,21,5,13.5,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/23/2023,2023,10,Monday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2.7,1.1,3.8,3.8,2.7,1.1,3.8,19,8,26,956,389,1858,0,8,1,0,1.7,Green,Low breach,TRUE
Bantry General Hospital,Cork,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.7,1.3,5,5,3.7,1.3,5,26,9,34,1310,460,444,3,9,1,0,10.9,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,8.7,3.4,12.1,12.1,8.7,3.4,12.1,61,24,84,3080,1204,1520,1,24,1,0,1.7,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,6.2,2.8,9,9,6.2,2.8,9,43,20,60,2195,991,4236,1,3,0,0,3.9,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.7,1.4,5.1,5.1,3.7,1.4,5.1,26,10,37,1310,496,1472,0,4,1,0,1.7,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,22.3,10.8,33.1,33.1,22.3,10.8,33.1,156,76,236,7895,3824,544,11,31,2,0,5,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,4.2,1.9,6.1,6.1,4.2,1.9,6.1,29,13,44,1487,673,4989,7,6,2,1,12.2,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,22.1,7.5,29.6,29.6,22.1,7.5,29.6,155,52,211,7825,2655,2198,19,33,2,1,4.5,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.9,1.4,5.3,5.3,3.9,1.4,5.3,27,10,38,1381,496,608,0,34,1,0,1.5,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,17.3,8.6,25.9,25.9,17.3,8.6,25.9,121,60,180,6125,3045,2157,1,20,0,0,3.8,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,16.4,6.9,23.3,23.3,16.4,6.9,23.3,115,48,161,5806,2443,4299,28,8,7,2,9.1,Red,Moderate breach,TRUE
Mercy University Hospital,Cork,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2.5,1,3.5,3.5,2.5,1,3.5,18,7,26,885,354,1697,0,20,1,0,1.8,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,7.9,4,11.9,11.9,7.9,4,11.9,55,28,87,2797,1416,1344,6,2,1,0,6.5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,6.2,2.1,8.3,8.3,6.2,2.1,8.3,43,15,57,2195,744,1897,2,3,1,0,6.2,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,10.4,5.5,15.9,15.9,10.4,5.5,15.9,73,38,111,3682,1947,1348,13,10,5,1,8.9,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.7,1,3.7,3.7,2.7,1,3.7,19,7,26,956,354,897,0,10,1,0,0.9,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.4,0.6,2,2,1.4,0.6,2,10,4,14,496,212,431,0,2,0,0,1.1,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,5.1,2.2,7.3,7.3,5.1,2.2,7.3,36,15,51,1806,779,1797,4,10,0,0,4.5,Amber,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9.2,4.2,13.4,13.4,9.2,4.2,13.4,64,29,96,3257,1487,3407,9,30,2,1,4.8,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,9.4,3.7,13.1,13.1,9.4,3.7,13.1,66,26,91,3328,1310,5186,0,0,0,0,1.9,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,8.6,4.1,12.7,12.7,8.6,4.1,12.7,60,29,90,3045,1452,4558,4,4,1,0,6.8,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,35.7,17.2,52.9,52.9,35.7,17.2,52.9,250,120,357,12640,6090,3640,35,30,16,4,10.1,Red,High breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.9,1.3,5.2,5.2,3.9,1.3,5.2,27,9,38,1381,460,79,0,10,1,0,1.3,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,248,106,371,0,3,0,0,1,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.7,2.7,9.4,9.4,6.7,2.7,9.4,47,19,68,2372,956,8781,4,10,1,0,4.6,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.3,3.2,9.5,9.5,6.3,3.2,9.5,44,22,67,2231,1133,464,0,15,0,0,3.5,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,43.3,15.8,59.1,59.1,43.3,15.8,59.1,303,111,394,15330,5594,573,33,21,18,4,11.4,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/24/2023,2023,10,Tuesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,23,814,319,1904,0,8,0,0,1.4,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.5,1.8,5.3,5.3,3.5,1.8,5.3,24,13,37,1239,637,458,5,10,1,0,11.5,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,8,4.3,12.3,12.3,8,4.3,12.3,56,30,86,2832,1522,1451,0,25,1,0,1.7,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,6.2,2.5,8.7,8.7,6.2,2.5,8.7,43,18,58,2195,885,4280,0,3,1,0,3.8,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.6,1.7,5.3,5.3,3.6,1.7,5.3,25,12,36,1275,602,1498,0,4,0,0,1.7,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,23,11.7,34.7,34.7,23,11.7,34.7,161,82,231,8143,4142,569,23,33,2,0,5.2,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.3,1.4,4.7,4.7,3.3,1.4,4.7,23,10,34,1168,496,4969,3,5,1,0,9.4,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,19.9,7.6,27.5,27.5,19.9,7.6,27.5,139,53,197,7046,2691,2223,23,30,3,1,4.1,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4,2.1,6.1,6.1,4,2.1,6.1,28,15,41,1416,744,627,0,39,0,0,1.7,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,16.6,7.1,23.7,23.7,16.6,7.1,23.7,116,50,173,5877,2514,2247,0,18,0,0,3.5,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,14.5,7,21.5,21.5,14.5,7,21.5,102,49,149,5134,2478,4165,13,8,5,1,8.4,Red,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2.3,0.8,3.1,3.1,2.3,0.8,3.1,16,6,22,814,283,1661,0,18,1,0,1.6,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.2,3,9.2,9.2,6.2,3,9.2,43,21,61,2195,1062,1326,6,2,1,0,5,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,6.2,2.3,8.5,8.5,6.2,2.3,8.5,43,16,57,2195,814,1898,4,3,1,0,6.4,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,12,4.9,16.9,16.9,12,4.9,16.9,84,34,118,4249,1735,1352,21,11,6,2,9.5,Red,Moderate breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.8,1.1,3.9,3.9,2.8,1.1,3.9,20,8,28,991,389,918,1,11,0,0,0.9,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.5,0.7,2.2,2.2,1.5,0.7,2.2,10,5,16,531,248,432,1,0,0,0,1.2,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.9,2.7,7.6,7.6,4.9,2.7,7.6,34,19,54,1735,956,1766,5,11,1,0,4.7,Amber,Low breach,TRUE
Sligo University Hospital,Sligo,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9.5,4.3,13.8,13.8,9.5,4.3,13.8,66,30,100,3363,1522,3301,8,31,1,0,4.9,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.6,4.6,13.2,13.2,8.6,4.6,13.2,60,32,96,3045,1629,5210,0,0,0,0,1.9,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,8.8,3.4,12.2,12.2,8.8,3.4,12.2,62,24,85,3116,1204,4458,4,4,1,0,6.5,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,26.2,13.5,39.7,39.7,26.2,13.5,39.7,183,94,289,9276,4780,3837,17,23,2,1,7.6,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.7,1.4,5.1,5.1,3.7,1.4,5.1,26,10,36,1310,496,80,0,10,0,0,1.3,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.3,0.9,0.9,0.6,0.3,0.9,4,2,7,212,106,375,1,1,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,7.5,3.2,10.7,10.7,7.5,3.2,10.7,52,22,72,2655,1133,8885,8,12,2,0,5.2,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.5,3.5,10,10,6.5,3.5,10,46,24,68,2301,1239,481,0,16,0,0,3.7,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,46.7,22.3,69,69,46.7,22.3,69,327,156,469,16534,7895,581,29,24,23,6,13.3,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,10/25/2023,2023,10,Wednesday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.7,2.6,2.6,1.9,0.7,2.6,13,5,18,673,248,1882,0,6,0,0,1.1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,10/26/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.6,1.8,5.4,5.4,3.6,1.8,5.4,25,13,39,1275,637,449,4,10,1,0,11.7,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,10/26/2023,2023,10,Thursday,Autumn,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,9.1,3.3,12.4,12.4,9.1,3.3,12.4,64,23,86,3222,1168,1438,0,25,0,0,1.7,Green,No breach,TRUE
